"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5"
"263","6.0","77.0","96.0","36.0","8.0","74.0","77.0","56.0","15.0","8.0","74.0","76.0","96.0","20.0","34.0","74.0","76.0","24.0","36.0","57.0","6.0","76.0","70.0","20.0","34.0","6.0","48.0","56.0","36.0","57.0"
"264","89.0","76.0","24.0","29.0","8.0","6.0","18.0","24.0","36.0","57.0","74.0","76.0","70.0","29.0","8.0","74.0","18.0","56.0","29.0","26.0","6.0","76.0","70.0","36.0","57.0","74.0","77.0","56.0","36.0","26.0"
"265","6.0","77.0","96.0","29.0","8.0","74.0","18.0","96.0","20.0","26.0","6.0","77.0","56.0","15.0","57.0","6.0","76.0","96.0","20.0","34.0","6.0","48.0","70.0","15.0","34.0","6.0","77.0","56.0","36.0","26.0"
"266","49.0","76.0","96.0","15.0","8.0","6.0","48.0","70.0","15.0","34.0","74.0","18.0","96.0","20.0","8.0","74.0","48.0","70.0","36.0","8.0","74.0","18.0","96.0","20.0","26.0","74.0","77.0","56.0","29.0","57.0"
"267","6.0","77.0","96.0","15.0","8.0","74.0","77.0","56.0","36.0","57.0","6.0","18.0","96.0","36.0","34.0","49.0","76.0","70.0","29.0","34.0","74.0","77.0","70.0","36.0","8.0","6.0","76.0","24.0","29.0","34.0"
"268","89.0","48.0","56.0","15.0","34.0","6.0","76.0","96.0","36.0","26.0","6.0","48.0","24.0","29.0","26.0","6.0","76.0","96.0","20.0","57.0","74.0","76.0","70.0","36.0","57.0","6.0","48.0","24.0","36.0","57.0"
"269","49.0","77.0","56.0","36.0","8.0","6.0","76.0","96.0","15.0","26.0","6.0","18.0","56.0","15.0","26.0","6.0","76.0","70.0","36.0","34.0","74.0","18.0","56.0","36.0","26.0","6.0","77.0","24.0","20.0","34.0"
"270","6.0","48.0","56.0","15.0","8.0","74.0","77.0","56.0","36.0","8.0","6.0","77.0","24.0","15.0","34.0","6.0","76.0","24.0","15.0","34.0","74.0","76.0","70.0","36.0","57.0","6.0","48.0","70.0","20.0","34.0"
"271","6.0","48.0","96.0","15.0","8.0","6.0","76.0","70.0","29.0","34.0","6.0","48.0","70.0","36.0","34.0","6.0","76.0","96.0","20.0","34.0","6.0","76.0","70.0","36.0","8.0","6.0","18.0","96.0","20.0","34.0"
"272","89.0","48.0","96.0","29.0","8.0","74.0","18.0","24.0","20.0","34.0","6.0","48.0","70.0","15.0","8.0","6.0","18.0","56.0","15.0","8.0","6.0","48.0","70.0","36.0","26.0","74.0","76.0","24.0","15.0","8.0"
"273","89.0","48.0","96.0","15.0","8.0","74.0","77.0","56.0","15.0","8.0","6.0","18.0","96.0","20.0","26.0","6.0","76.0","96.0","20.0","8.0","6.0","48.0","96.0","36.0","26.0","6.0","76.0","96.0","20.0","26.0"
"274","74.0","77.0","96.0","15.0","57.0","74.0","77.0","24.0","36.0","57.0","6.0","18.0","96.0","20.0","26.0","6.0","18.0","70.0","36.0","26.0","74.0","48.0","70.0","36.0","57.0","74.0","18.0","96.0","20.0","57.0"
"275","6.0","48.0","96.0","29.0","26.0","6.0","76.0","56.0","20.0","57.0","49.0","76.0","96.0","20.0","57.0","6.0","48.0","24.0","20.0","57.0","74.0","18.0","96.0","36.0","34.0","6.0","77.0","24.0","36.0","57.0"
"276","6.0","76.0","96.0","15.0","26.0","49.0","76.0","96.0","20.0","34.0","74.0","77.0","70.0","20.0","34.0","74.0","48.0","24.0","36.0","34.0","74.0","76.0","96.0","15.0","57.0","6.0","18.0","56.0","29.0","26.0"
"277","89.0","76.0","96.0","29.0","8.0","6.0","18.0","56.0","29.0","34.0","6.0","18.0","56.0","36.0","57.0","6.0","18.0","56.0","36.0","57.0","6.0","48.0","70.0","29.0","34.0","6.0","18.0","70.0","36.0","8.0"
"278","6.0","76.0","56.0","15.0","34.0","74.0","76.0","56.0","36.0","8.0","6.0","77.0","70.0","20.0","34.0","89.0","76.0","96.0","20.0","34.0","6.0","77.0","70.0","29.0","34.0","6.0","48.0","24.0","20.0","57.0"
"279","6.0","48.0","56.0","29.0","34.0","74.0","18.0","96.0","20.0","26.0","74.0","48.0","70.0","20.0","34.0","6.0","76.0","56.0","15.0","8.0","74.0","18.0","96.0","20.0","57.0","6.0","76.0","24.0","20.0","26.0"
"280","6.0","76.0","56.0","15.0","57.0","6.0","77.0","24.0","20.0","8.0","6.0","76.0","96.0","20.0","34.0","89.0","48.0","70.0","36.0","34.0","74.0","48.0","24.0","36.0","57.0","74.0","18.0","96.0","20.0","57.0"
"281","6.0","76.0","96.0","29.0","57.0","74.0","48.0","70.0","36.0","8.0","74.0","48.0","70.0","20.0","8.0","6.0","77.0","96.0","20.0","57.0","74.0","76.0","96.0","20.0","34.0","6.0","48.0","70.0","20.0","34.0"
"282","49.0","76.0","96.0","36.0","8.0","74.0","77.0","56.0","36.0","26.0","6.0","48.0","24.0","36.0","26.0","74.0","76.0","24.0","20.0","57.0","74.0","48.0","70.0","20.0","34.0","6.0","76.0","24.0","36.0","57.0"
"283","6.0","77.0","96.0","20.0","8.0","49.0","76.0","96.0","20.0","34.0","6.0","48.0","96.0","20.0","26.0","6.0","18.0","56.0","36.0","57.0","49.0","76.0","96.0","20.0","57.0","6.0","48.0","70.0","29.0","26.0"
"284","49.0","76.0","70.0","36.0","26.0","74.0","48.0","56.0","36.0","26.0","74.0","18.0","56.0","29.0","57.0","6.0","76.0","56.0","29.0","26.0","6.0","18.0","24.0","29.0","8.0","74.0","48.0","70.0","36.0","26.0"
"285","6.0","18.0","96.0","15.0","8.0","6.0","48.0","70.0","36.0","34.0","89.0","18.0","96.0","20.0","34.0","6.0","76.0","96.0","29.0","57.0","6.0","18.0","96.0","36.0","57.0","6.0","18.0","96.0","20.0","57.0"
"286","89.0","48.0","96.0","36.0","34.0","74.0","18.0","56.0","15.0","57.0","74.0","76.0","24.0","36.0","57.0","74.0","76.0","24.0","36.0","57.0","74.0","18.0","56.0","36.0","8.0","74.0","76.0","24.0","36.0","26.0"
"287","89.0","48.0","56.0","29.0","8.0","49.0","77.0","56.0","15.0","26.0","6.0","48.0","96.0","36.0","26.0","6.0","76.0","96.0","20.0","57.0","6.0","48.0","96.0","20.0","34.0","6.0","76.0","24.0","15.0","57.0"
"288","49.0","77.0","96.0","29.0","34.0","6.0","77.0","24.0","29.0","34.0","74.0","18.0","96.0","20.0","26.0","6.0","48.0","70.0","15.0","8.0","74.0","18.0","96.0","20.0","26.0","74.0","77.0","56.0","29.0","57.0"
"289","6.0","48.0","96.0","15.0","34.0","6.0","48.0","70.0","36.0","57.0","6.0","48.0","24.0","20.0","57.0","6.0","76.0","24.0","20.0","57.0","6.0","76.0","70.0","36.0","34.0","89.0","76.0","96.0","36.0","57.0"
"290","74.0","48.0","96.0","15.0","8.0","6.0","76.0","96.0","15.0","26.0","6.0","48.0","70.0","36.0","57.0","6.0","48.0","96.0","20.0","34.0","74.0","76.0","70.0","36.0","34.0","6.0","18.0","96.0","20.0","57.0"
"291","6.0","76.0","56.0","15.0","26.0","6.0","18.0","96.0","20.0","57.0","74.0","48.0","70.0","36.0","34.0","74.0","76.0","96.0","20.0","57.0","74.0","76.0","70.0","20.0","57.0","74.0","76.0","70.0","20.0","34.0"
"292","6.0","77.0","56.0","15.0","8.0","74.0","76.0","96.0","20.0","26.0","74.0","76.0","24.0","29.0","57.0","89.0","48.0","70.0","15.0","34.0","6.0","18.0","70.0","29.0","34.0","6.0","18.0","56.0","36.0","57.0"
"293","6.0","48.0","96.0","29.0","57.0","6.0","18.0","96.0","36.0","57.0","6.0","76.0","56.0","15.0","57.0","6.0","48.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0","49.0","18.0","24.0","20.0","34.0"
"294","6.0","48.0","96.0","15.0","8.0","49.0","76.0","96.0","20.0","57.0","74.0","48.0","24.0","20.0","34.0","6.0","77.0","56.0","29.0","8.0","6.0","76.0","24.0","36.0","57.0","74.0","76.0","70.0","36.0","8.0"
"295","49.0","76.0","96.0","15.0","8.0","6.0","76.0","70.0","36.0","34.0","6.0","76.0","96.0","20.0","34.0","6.0","18.0","70.0","36.0","34.0","6.0","18.0","56.0","29.0","34.0","74.0","18.0","56.0","36.0","26.0"
"296","49.0","48.0","56.0","15.0","8.0","49.0","76.0","24.0","29.0","8.0","6.0","77.0","96.0","15.0","26.0","74.0","77.0","56.0","15.0","8.0","6.0","76.0","70.0","20.0","57.0","6.0","48.0","70.0","36.0","57.0"
"297","6.0","18.0","96.0","15.0","8.0","74.0","48.0","56.0","15.0","57.0","6.0","18.0","96.0","20.0","34.0","6.0","18.0","96.0","20.0","8.0","74.0","76.0","70.0","36.0","34.0","6.0","18.0","56.0","15.0","26.0"
"298","6.0","77.0","56.0","15.0","57.0","74.0","76.0","96.0","36.0","8.0","6.0","76.0","70.0","29.0","34.0","74.0","76.0","24.0","29.0","8.0","6.0","77.0","96.0","15.0","57.0","74.0","76.0","70.0","36.0","26.0"
"299","6.0","76.0","56.0","36.0","8.0","6.0","48.0","24.0","29.0","8.0","6.0","18.0","96.0","20.0","57.0","89.0","76.0","70.0","36.0","34.0","74.0","48.0","24.0","20.0","57.0","74.0","18.0","96.0","36.0","26.0"
"300","89.0","77.0","96.0","15.0","8.0","89.0","18.0","24.0","36.0","34.0","74.0","18.0","70.0","15.0","26.0","6.0","48.0","70.0","20.0","34.0","74.0","48.0","96.0","20.0","57.0","6.0","76.0","96.0","20.0","8.0"
"301","6.0","76.0","96.0","29.0","57.0","6.0","76.0","70.0","36.0","34.0","74.0","76.0","24.0","20.0","26.0","89.0","76.0","70.0","36.0","34.0","74.0","18.0","56.0","15.0","8.0","6.0","76.0","24.0","36.0","34.0"
"302","6.0","77.0","96.0","29.0","57.0","74.0","76.0","70.0","36.0","26.0","74.0","77.0","24.0","36.0","57.0","6.0","18.0","96.0","20.0","34.0","6.0","77.0","56.0","36.0","57.0","6.0","76.0","24.0","29.0","57.0"
"303","89.0","77.0","96.0","15.0","8.0","74.0","18.0","56.0","29.0","8.0","6.0","18.0","56.0","29.0","57.0","49.0","18.0","24.0","15.0","8.0","74.0","77.0","70.0","20.0","8.0","6.0","76.0","24.0","36.0","34.0"
"304","6.0","18.0","56.0","36.0","34.0","74.0","18.0","56.0","36.0","26.0","6.0","76.0","56.0","29.0","57.0","74.0","18.0","96.0","29.0","57.0","74.0","76.0","70.0","20.0","8.0","6.0","18.0","96.0","20.0","57.0"
"305","89.0","76.0","96.0","36.0","57.0","6.0","48.0","70.0","29.0","34.0","74.0","18.0","56.0","36.0","26.0","74.0","76.0","70.0","20.0","57.0","6.0","48.0","70.0","20.0","8.0","6.0","48.0","70.0","29.0","34.0"
"306","6.0","77.0","96.0","15.0","57.0","74.0","76.0","70.0","36.0","8.0","74.0","18.0","56.0","29.0","26.0","6.0","18.0","24.0","36.0","57.0","6.0","76.0","70.0","36.0","34.0","6.0","76.0","56.0","36.0","26.0"
"307","89.0","77.0","96.0","15.0","8.0","74.0","77.0","56.0","15.0","8.0","6.0","18.0","96.0","36.0","26.0","6.0","76.0","24.0","36.0","34.0","74.0","18.0","96.0","20.0","26.0","74.0","77.0","56.0","36.0","57.0"
"308","49.0","77.0","96.0","36.0","34.0","74.0","18.0","70.0","20.0","57.0","6.0","48.0","70.0","36.0","8.0","74.0","48.0","96.0","29.0","26.0","6.0","77.0","56.0","29.0","26.0","74.0","48.0","96.0","20.0","34.0"
"309","89.0","48.0","56.0","29.0","57.0","6.0","18.0","24.0","15.0","57.0","74.0","77.0","70.0","36.0","8.0","6.0","77.0","24.0","36.0","57.0","89.0","18.0","24.0","20.0","57.0","6.0","18.0","70.0","36.0","26.0"
"310","89.0","77.0","96.0","29.0","8.0","6.0","48.0","96.0","29.0","34.0","6.0","18.0","96.0","29.0","57.0","6.0","48.0","70.0","36.0","34.0","74.0","76.0","96.0","20.0","34.0","6.0","18.0","96.0","20.0","57.0"
"311","6.0","77.0","96.0","15.0","34.0","6.0","18.0","96.0","36.0","26.0","74.0","18.0","24.0","15.0","8.0","74.0","18.0","96.0","36.0","8.0","74.0","48.0","70.0","20.0","26.0","6.0","18.0","56.0","36.0","8.0"
"312","89.0","77.0","56.0","29.0","57.0","74.0","18.0","56.0","15.0","34.0","89.0","18.0","96.0","20.0","26.0","49.0","77.0","70.0","15.0","57.0","74.0","77.0","70.0","29.0","8.0","6.0","18.0","24.0","36.0","57.0"
"313","89.0","77.0","96.0","15.0","8.0","6.0","18.0","56.0","15.0","26.0","49.0","18.0","56.0","36.0","26.0","6.0","77.0","24.0","36.0","34.0","6.0","77.0","56.0","36.0","57.0","6.0","76.0","96.0","20.0","34.0"
"314","6.0","77.0","56.0","29.0","8.0","6.0","76.0","24.0","36.0","57.0","74.0","77.0","56.0","36.0","26.0","6.0","76.0","70.0","20.0","57.0","89.0","18.0","56.0","36.0","26.0","6.0","76.0","70.0","29.0","34.0"
"315","49.0","77.0","56.0","36.0","57.0","6.0","18.0","24.0","15.0","57.0","6.0","76.0","70.0","36.0","34.0","49.0","48.0","96.0","36.0","57.0","6.0","48.0","24.0","29.0","57.0","74.0","76.0","70.0","36.0","34.0"
"316","89.0","48.0","96.0","29.0","57.0","6.0","18.0","70.0","15.0","57.0","74.0","76.0","70.0","36.0","57.0","6.0","18.0","96.0","20.0","34.0","74.0","48.0","24.0","20.0","34.0","74.0","76.0","96.0","29.0","34.0"
"317","6.0","48.0","96.0","15.0","34.0","74.0","18.0","70.0","36.0","26.0","6.0","18.0","70.0","20.0","34.0","6.0","18.0","56.0","15.0","57.0","6.0","48.0","24.0","20.0","57.0","6.0","18.0","96.0","20.0","57.0"
"318","6.0","48.0","56.0","29.0","8.0","74.0","48.0","70.0","36.0","26.0","6.0","76.0","70.0","29.0","34.0","74.0","48.0","56.0","15.0","26.0","6.0","76.0","24.0","36.0","34.0","6.0","48.0","70.0","29.0","34.0"
"319","6.0","76.0","96.0","15.0","34.0","6.0","76.0","70.0","29.0","8.0","6.0","18.0","56.0","36.0","26.0","6.0","76.0","70.0","36.0","57.0","6.0","76.0","56.0","15.0","26.0","74.0","18.0","96.0","20.0","26.0"
"320","6.0","48.0","56.0","15.0","26.0","6.0","18.0","70.0","29.0","34.0","6.0","48.0","70.0","29.0","8.0","6.0","48.0","24.0","20.0","57.0","6.0","76.0","70.0","36.0","34.0","6.0","48.0","56.0","36.0","57.0"
"321","49.0","76.0","96.0","15.0","57.0","74.0","48.0","96.0","36.0","26.0","6.0","18.0","96.0","20.0","26.0","74.0","48.0","70.0","36.0","34.0","74.0","18.0","96.0","15.0","57.0","6.0","77.0","70.0","20.0","26.0"
"322","49.0","48.0","56.0","36.0","8.0","6.0","48.0","24.0","20.0","57.0","6.0","76.0","56.0","29.0","8.0","6.0","48.0","96.0","20.0","57.0","6.0","76.0","96.0","36.0","57.0","6.0","48.0","70.0","36.0","34.0"
"323","89.0","18.0","96.0","36.0","8.0","74.0","18.0","24.0","36.0","57.0","49.0","77.0","56.0","36.0","57.0","6.0","77.0","24.0","29.0","34.0","6.0","76.0","96.0","20.0","57.0","74.0","48.0","70.0","36.0","57.0"
"324","6.0","76.0","56.0","15.0","34.0","6.0","76.0","70.0","36.0","34.0","6.0","76.0","70.0","36.0","34.0","6.0","77.0","70.0","36.0","34.0","6.0","18.0","56.0","36.0","57.0","6.0","77.0","56.0","36.0","26.0"
"325","74.0","77.0","96.0","15.0","26.0","6.0","76.0","96.0","20.0","34.0","74.0","18.0","96.0","20.0","34.0","6.0","48.0","96.0","20.0","8.0","6.0","18.0","96.0","20.0","57.0","6.0","18.0","96.0","20.0","8.0"
"326","6.0","76.0","96.0","15.0","8.0","6.0","76.0","70.0","36.0","34.0","6.0","48.0","56.0","36.0","26.0","74.0","48.0","96.0","20.0","26.0","6.0","76.0","56.0","20.0","8.0","74.0","18.0","70.0","36.0","34.0"
"327","6.0","76.0","56.0","15.0","34.0","49.0","76.0","96.0","20.0","8.0","74.0","77.0","70.0","20.0","34.0","74.0","18.0","96.0","15.0","34.0","74.0","77.0","70.0","20.0","26.0","74.0","18.0","56.0","29.0","8.0"
"328","89.0","76.0","96.0","15.0","57.0","49.0","48.0","70.0","36.0","34.0","74.0","76.0","96.0","15.0","57.0","74.0","77.0","56.0","29.0","57.0","74.0","77.0","96.0","15.0","8.0","6.0","18.0","96.0","36.0","26.0"
"329","89.0","77.0","56.0","29.0","57.0","74.0","48.0","96.0","36.0","34.0","6.0","48.0","70.0","20.0","34.0","6.0","48.0","70.0","36.0","57.0","6.0","48.0","96.0","20.0","57.0","74.0","48.0","70.0","36.0","34.0"
"330","6.0","77.0","70.0","15.0","57.0","6.0","48.0","96.0","20.0","8.0","6.0","48.0","96.0","29.0","8.0","6.0","76.0","24.0","15.0","57.0","6.0","77.0","70.0","36.0","34.0","74.0","76.0","24.0","15.0","57.0"
"331","6.0","77.0","56.0","36.0","8.0","74.0","18.0","56.0","15.0","26.0","6.0","77.0","24.0","36.0","26.0","6.0","48.0","96.0","20.0","34.0","6.0","76.0","96.0","20.0","26.0","74.0","48.0","96.0","20.0","26.0"
"332","6.0","48.0","96.0","36.0","26.0","6.0","76.0","96.0","20.0","26.0","74.0","76.0","56.0","20.0","34.0","49.0","48.0","24.0","36.0","57.0","74.0","76.0","96.0","36.0","57.0","74.0","18.0","56.0","29.0","57.0"
"333","49.0","48.0","56.0","36.0","8.0","6.0","48.0","70.0","15.0","57.0","6.0","18.0","70.0","36.0","26.0","74.0","48.0","70.0","36.0","8.0","6.0","18.0","96.0","36.0","26.0","6.0","48.0","70.0","36.0","34.0"
"334","49.0","76.0","96.0","15.0","8.0","74.0","77.0","56.0","36.0","57.0","6.0","76.0","70.0","20.0","34.0","6.0","48.0","70.0","29.0","8.0","6.0","76.0","96.0","20.0","57.0","6.0","77.0","70.0","36.0","34.0"
"335","6.0","77.0","96.0","29.0","57.0","74.0","76.0","96.0","29.0","26.0","6.0","18.0","96.0","20.0","57.0","6.0","77.0","56.0","36.0","57.0","6.0","48.0","56.0","29.0","34.0","74.0","18.0","96.0","20.0","34.0"
"336","6.0","48.0","96.0","15.0","8.0","74.0","76.0","96.0","20.0","8.0","6.0","76.0","70.0","20.0","26.0","6.0","48.0","70.0","36.0","8.0","6.0","76.0","24.0","20.0","34.0","74.0","76.0","56.0","36.0","8.0"
"337","74.0","77.0","56.0","29.0","57.0","74.0","18.0","56.0","36.0","8.0","74.0","18.0","96.0","20.0","57.0","74.0","48.0","70.0","20.0","34.0","6.0","18.0","96.0","29.0","57.0","6.0","48.0","70.0","29.0","34.0"
"338","89.0","48.0","96.0","36.0","8.0","6.0","76.0","70.0","29.0","34.0","6.0","77.0","24.0","20.0","26.0","74.0","76.0","24.0","29.0","57.0","6.0","76.0","96.0","20.0","57.0","6.0","77.0","70.0","36.0","34.0"
"339","6.0","77.0","96.0","15.0","8.0","6.0","18.0","96.0","20.0","26.0","89.0","18.0","70.0","36.0","34.0","6.0","77.0","56.0","15.0","26.0","74.0","76.0","96.0","20.0","26.0","74.0","76.0","70.0","36.0","57.0"
"340","6.0","48.0","56.0","29.0","8.0","6.0","48.0","56.0","36.0","57.0","6.0","76.0","24.0","20.0","57.0","6.0","76.0","24.0","20.0","8.0","49.0","76.0","96.0","29.0","57.0","6.0","77.0","70.0","20.0","34.0"
"341","89.0","76.0","96.0","15.0","8.0","6.0","18.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0","74.0","48.0","56.0","36.0","8.0","49.0","76.0","24.0","36.0","57.0","6.0","76.0","56.0","36.0","26.0"
"342","89.0","48.0","96.0","15.0","57.0","74.0","76.0","70.0","36.0","57.0","74.0","76.0","24.0","20.0","8.0","6.0","48.0","70.0","20.0","34.0","74.0","76.0","24.0","15.0","57.0","6.0","18.0","56.0","29.0","26.0"
"343","6.0","77.0","56.0","36.0","8.0","74.0","76.0","56.0","36.0","57.0","49.0","48.0","24.0","36.0","57.0","6.0","48.0","96.0","20.0","26.0","74.0","76.0","96.0","29.0","34.0","6.0","18.0","96.0","36.0","57.0"
"344","6.0","48.0","56.0","15.0","57.0","6.0","48.0","24.0","20.0","34.0","74.0","18.0","56.0","15.0","34.0","49.0","48.0","70.0","20.0","34.0","6.0","48.0","24.0","20.0","57.0","6.0","18.0","96.0","20.0","8.0"
"345","89.0","18.0","56.0","29.0","34.0","74.0","18.0","70.0","36.0","34.0","74.0","77.0","56.0","29.0","57.0","6.0","18.0","96.0","36.0","26.0","6.0","48.0","70.0","36.0","34.0","6.0","77.0","96.0","20.0","26.0"
"346","89.0","48.0","56.0","36.0","57.0","74.0","77.0","56.0","36.0","8.0","6.0","18.0","96.0","15.0","34.0","74.0","48.0","70.0","36.0","26.0","74.0","18.0","96.0","15.0","8.0","6.0","77.0","56.0","29.0","26.0"
"347","89.0","48.0","56.0","15.0","57.0","6.0","48.0","70.0","15.0","34.0","74.0","48.0","56.0","36.0","8.0","6.0","18.0","96.0","20.0","57.0","6.0","77.0","56.0","15.0","57.0","74.0","77.0","96.0","20.0","26.0"
"348","89.0","77.0","70.0","29.0","34.0","6.0","77.0","70.0","29.0","26.0","6.0","76.0","24.0","15.0","57.0","74.0","48.0","70.0","36.0","26.0","6.0","76.0","70.0","29.0","34.0","6.0","18.0","96.0","20.0","8.0"
"349","6.0","77.0","56.0","29.0","34.0","6.0","76.0","24.0","29.0","8.0","6.0","76.0","24.0","29.0","57.0","74.0","77.0","70.0","36.0","8.0","74.0","18.0","96.0","29.0","57.0","6.0","77.0","56.0","29.0","57.0"
"350","6.0","48.0","96.0","29.0","8.0","6.0","76.0","96.0","20.0","57.0","6.0","77.0","56.0","36.0","8.0","74.0","18.0","96.0","20.0","26.0","6.0","18.0","96.0","20.0","26.0","6.0","76.0","70.0","36.0","34.0"
"351","6.0","48.0","96.0","15.0","34.0","6.0","18.0","96.0","20.0","34.0","6.0","18.0","70.0","20.0","34.0","6.0","48.0","70.0","29.0","57.0","6.0","18.0","56.0","15.0","57.0","6.0","18.0","70.0","20.0","34.0"
"352","6.0","77.0","96.0","15.0","57.0","74.0","18.0","70.0","36.0","26.0","6.0","18.0","56.0","29.0","57.0","6.0","48.0","70.0","36.0","8.0","74.0","76.0","96.0","20.0","26.0","6.0","76.0","24.0","36.0","8.0"
"353","89.0","77.0","96.0","36.0","26.0","74.0","76.0","96.0","29.0","8.0","6.0","76.0","24.0","36.0","57.0","6.0","48.0","70.0","36.0","34.0","6.0","48.0","70.0","29.0","57.0","6.0","76.0","70.0","36.0","34.0"
"354","6.0","77.0","96.0","29.0","8.0","6.0","48.0","24.0","15.0","57.0","74.0","18.0","96.0","36.0","26.0","89.0","77.0","56.0","29.0","57.0","74.0","76.0","96.0","15.0","34.0","6.0","18.0","56.0","29.0","26.0"
"355","49.0","48.0","70.0","36.0","57.0","6.0","48.0","96.0","15.0","34.0","74.0","18.0","56.0","15.0","8.0","74.0","48.0","70.0","20.0","26.0","74.0","18.0","96.0","15.0","34.0","6.0","18.0","56.0","29.0","26.0"
"356","6.0","77.0","96.0","15.0","8.0","49.0","18.0","56.0","36.0","8.0","74.0","76.0","70.0","36.0","57.0","6.0","48.0","70.0","20.0","34.0","6.0","77.0","70.0","29.0","8.0","6.0","76.0","24.0","29.0","57.0"
"357","6.0","77.0","96.0","29.0","34.0","6.0","48.0","24.0","29.0","34.0","6.0","76.0","24.0","15.0","57.0","74.0","18.0","56.0","36.0","26.0","74.0","48.0","70.0","20.0","8.0","6.0","18.0","96.0","20.0","34.0"
"358","49.0","76.0","70.0","36.0","8.0","6.0","76.0","24.0","20.0","57.0","6.0","48.0","24.0","29.0","34.0","6.0","48.0","96.0","20.0","26.0","74.0","48.0","70.0","20.0","34.0","6.0","48.0","24.0","36.0","57.0"
"359","89.0","48.0","96.0","15.0","8.0","6.0","18.0","56.0","15.0","26.0","6.0","76.0","24.0","29.0","8.0","6.0","48.0","56.0","20.0","26.0","74.0","76.0","70.0","36.0","34.0","74.0","77.0","56.0","15.0","26.0"
"360","6.0","48.0","96.0","36.0","8.0","6.0","76.0","70.0","36.0","57.0","6.0","76.0","96.0","20.0","34.0","6.0","76.0","96.0","20.0","34.0","6.0","76.0","56.0","15.0","57.0","6.0","76.0","70.0","36.0","34.0"
"361","49.0","77.0","56.0","15.0","57.0","6.0","77.0","24.0","20.0","34.0","6.0","18.0","56.0","15.0","57.0","6.0","18.0","70.0","29.0","26.0","74.0","48.0","56.0","15.0","26.0","6.0","77.0","56.0","15.0","26.0"
"362","6.0","48.0","96.0","29.0","34.0","6.0","77.0","70.0","36.0","26.0","6.0","76.0","24.0","36.0","34.0","74.0","77.0","56.0","36.0","57.0","6.0","77.0","56.0","29.0","57.0","74.0","76.0","96.0","20.0","26.0"
"363","49.0","77.0","56.0","36.0","57.0","6.0","77.0","56.0","36.0","57.0","6.0","48.0","96.0","20.0","34.0","74.0","76.0","24.0","29.0","57.0","74.0","18.0","96.0","20.0","26.0","74.0","76.0","70.0","20.0","34.0"
"364","6.0","48.0","96.0","29.0","34.0","6.0","76.0","96.0","29.0","34.0","74.0","18.0","70.0","20.0","34.0","6.0","76.0","70.0","20.0","34.0","6.0","48.0","24.0","20.0","57.0","6.0","48.0","70.0","36.0","34.0"
"365","6.0","76.0","96.0","15.0","8.0","6.0","48.0","70.0","36.0","34.0","6.0","76.0","24.0","20.0","34.0","74.0","77.0","70.0","29.0","34.0","74.0","77.0","56.0","29.0","8.0","89.0","48.0","24.0","36.0","34.0"
"366","6.0","48.0","96.0","29.0","34.0","6.0","18.0","96.0","20.0","34.0","74.0","77.0","56.0","15.0","57.0","74.0","18.0","96.0","36.0","26.0","6.0","77.0","70.0","20.0","34.0","6.0","76.0","96.0","20.0","26.0"
"367","6.0","76.0","96.0","15.0","26.0","74.0","76.0","56.0","36.0","26.0","6.0","48.0","70.0","20.0","34.0","74.0","48.0","56.0","36.0","26.0","6.0","48.0","70.0","20.0","34.0","74.0","76.0","70.0","36.0","34.0"
"368","6.0","48.0","56.0","15.0","34.0","6.0","18.0","96.0","20.0","26.0","49.0","76.0","56.0","15.0","57.0","6.0","18.0","24.0","29.0","57.0","6.0","48.0","70.0","36.0","34.0","6.0","48.0","70.0","36.0","34.0"
"369","49.0","77.0","96.0","29.0","8.0","6.0","77.0","24.0","20.0","57.0","6.0","48.0","24.0","20.0","26.0","6.0","76.0","24.0","20.0","57.0","6.0","76.0","24.0","15.0","57.0","6.0","48.0","56.0","15.0","26.0"
"370","6.0","48.0","96.0","15.0","34.0","6.0","48.0","24.0","29.0","34.0","74.0","48.0","96.0","20.0","8.0","6.0","48.0","56.0","20.0","8.0","6.0","76.0","96.0","29.0","26.0","6.0","18.0","96.0","20.0","8.0"
"371","89.0","76.0","56.0","15.0","8.0","89.0","18.0","56.0","15.0","8.0","6.0","48.0","96.0","29.0","26.0","74.0","48.0","56.0","36.0","34.0","74.0","48.0","24.0","36.0","57.0","49.0","76.0","24.0","36.0","34.0"
"372","49.0","76.0","96.0","15.0","26.0","6.0","77.0","70.0","20.0","34.0","6.0","48.0","24.0","20.0","57.0","74.0","18.0","96.0","36.0","34.0","6.0","76.0","24.0","20.0","26.0","74.0","76.0","70.0","36.0","34.0"
"373","6.0","48.0","96.0","15.0","8.0","6.0","48.0","70.0","36.0","26.0","6.0","48.0","24.0","29.0","34.0","6.0","76.0","96.0","20.0","26.0","74.0","18.0","70.0","36.0","8.0","6.0","48.0","70.0","20.0","34.0"
