"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5","X1__6","X2__6","X3__6","X4__6","X5__6","X1__7","X2__7","X3__7","X4__7","X5__7","X1__8","X2__8","X3__8","X4__8","X5__8","X1__9","X2__9","X3__9","X4__9","X5__9","X1__10","X2__10","X3__10","X4__10","X5__10"
"671","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","67.0"
"1275","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0"
"1361","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0"
"1860","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0"
"284","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0"
"1387","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0"
"47","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0"
"1497","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0"
"184","44.0","15.0","56.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0"
"1908","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","67.0"
"862","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0"
"356","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0"
"1911","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0"
"1133","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","56.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0"
"1391","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0"
"174","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0"
"278","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0"
"1251","27.0","15.0","56.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0"
"1375","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0"
"556","27.0","15.0","56.0","52.0","78.0","44.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","56.0","36.0","67.0"
"1049","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0"
"468","44.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1621","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0"
"1556","44.0","15.0","56.0","36.0","78.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","78.0","44.0","15.0","10.0","36.0","67.0"
"1120","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","44.0","15.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"346","27.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0"
"937","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0"
"1725","44.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0"
"749","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0"
"1532","27.0","42.0","56.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","78.0","44.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0"
"222","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0"
"773","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","78.0"
"437","27.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1706","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","36.0","78.0","44.0","42.0","56.0","36.0","67.0"
"363","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0"
"797","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0"
"1912","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","78.0"
"551","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0"
"377","27.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0"
"1752","44.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","42.0","56.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0"
"783","44.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
"454","44.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","78.0"
"1048","44.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"1573","44.0","42.0","10.0","36.0","78.0","27.0","42.0","56.0","52.0","78.0","44.0","42.0","56.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0"
"486","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0"
"697","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0"
"869","27.0","15.0","56.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0"
"1848","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","56.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0"
"1368","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","44.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","78.0"
"35","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0"
"160","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0"
"1512","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","27.0","42.0","10.0","36.0","67.0","44.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0"
"646","27.0","15.0","10.0","52.0","78.0","44.0","42.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0"
"1076","44.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","67.0","44.0","15.0","56.0","36.0","67.0","44.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","44.0","15.0","10.0","36.0","67.0"
"218","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","36.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","67.0"
"779","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0"
"208","44.0","15.0","10.0","36.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","10.0","36.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0"
"1063","44.0","15.0","10.0","52.0","78.0","44.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","10.0","52.0","67.0","27.0","42.0","56.0","36.0","67.0","44.0","15.0","10.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0"
"1479","44.0","15.0","10.0","52.0","78.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","42.0","10.0","52.0","78.0","27.0","42.0","10.0","52.0","67.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","67.0","27.0","15.0","10.0","52.0","67.0","44.0","15.0","56.0","52.0","78.0","27.0","15.0","10.0","36.0","78.0","44.0","42.0","10.0","52.0","78.0"
"565","27.0","15.0","56.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","36.0","67.0","27.0","15.0","10.0","52.0","78.0","27.0","42.0","56.0","36.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","78.0"
"634","27.0","15.0","56.0","52.0","78.0","44.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","15.0","56.0","52.0","67.0","27.0","42.0","56.0","52.0","67.0","27.0","42.0","10.0","52.0","78.0","27.0","42.0","56.0","52.0","67.0","27.0","15.0","56.0","52.0","67.0","27.0","15.0","10.0","52.0","78.0"
