"subject_id","X1__0","X2__0","X3__0","X4__0","X5__0","X1__1","X2__1","X3__1","X4__1","X5__1","X1__2","X2__2","X3__2","X4__2","X5__2","X1__3","X2__3","X3__3","X4__3","X5__3","X1__4","X2__4","X3__4","X4__4","X5__4","X1__5","X2__5","X3__5","X4__5","X5__5"
"213","30.0","60.0","50.0","68.0","30.0","15.0","5.0","50.0","4.0","62.0","52.0","5.0","25.0","4.0","62.0","28.0","5.0","25.0","4.0","62.0","15.0","26.0","25.0","89.0","84.0","28.0","5.0","83.0","35.0","62.0"
"214","28.0","70.0","25.0","89.0","84.0","15.0","26.0","83.0","35.0","1.0","28.0","70.0","83.0","68.0","1.0","15.0","26.0","25.0","68.0","84.0","30.0","70.0","83.0","68.0","62.0","15.0","60.0","19.0","68.0","62.0"
"215","28.0","5.0","25.0","68.0","30.0","15.0","26.0","50.0","4.0","30.0","15.0","5.0","83.0","35.0","1.0","30.0","60.0","83.0","35.0","1.0","15.0","5.0","19.0","35.0","30.0","30.0","60.0","83.0","68.0","84.0"
"216","30.0","60.0","25.0","89.0","84.0","15.0","26.0","19.0","4.0","84.0","15.0","5.0","83.0","4.0","62.0","30.0","60.0","83.0","68.0","62.0","15.0","5.0","19.0","68.0","62.0","52.0","26.0","25.0","35.0","62.0"
"217","28.0","70.0","50.0","89.0","30.0","28.0","70.0","19.0","68.0","62.0","30.0","60.0","25.0","35.0","62.0","15.0","70.0","83.0","35.0","62.0","30.0","70.0","83.0","68.0","62.0","28.0","26.0","19.0","35.0","30.0"
"218","28.0","70.0","25.0","89.0","30.0","28.0","70.0","83.0","35.0","62.0","52.0","60.0","25.0","35.0","84.0","52.0","60.0","83.0","68.0","84.0","30.0","26.0","50.0","89.0","62.0","28.0","26.0","19.0","89.0","84.0"
"219","30.0","60.0","19.0","89.0","1.0","52.0","5.0","83.0","89.0","62.0","30.0","60.0","50.0","35.0","30.0","52.0","60.0","83.0","4.0","62.0","30.0","70.0","25.0","68.0","84.0","52.0","60.0","?","4.0","62.0"
"220","28.0","60.0","50.0","89.0","30.0","15.0","5.0","25.0","89.0","1.0","30.0","26.0","83.0","35.0","84.0","28.0","26.0","83.0","89.0","62.0","15.0","5.0","25.0","68.0","62.0","15.0","60.0","83.0","68.0","62.0"
"221","28.0","70.0","25.0","89.0","84.0","15.0","5.0","50.0","4.0","1.0","15.0","60.0","83.0","35.0","62.0","52.0","60.0","25.0","4.0","62.0","15.0","5.0","19.0","68.0","62.0","15.0","5.0","83.0","68.0","1.0"
"222","30.0","26.0","19.0","89.0","1.0","15.0","60.0","19.0","68.0","62.0","15.0","5.0","83.0","35.0","62.0","30.0","26.0","83.0","35.0","62.0","28.0","60.0","19.0","68.0","1.0","15.0","60.0","50.0","68.0","62.0"
"223","30.0","60.0","25.0","89.0","84.0","28.0","70.0","19.0","4.0","62.0","15.0","5.0","25.0","68.0","30.0","30.0","60.0","83.0","35.0","1.0","30.0","70.0","83.0","35.0","84.0","52.0","70.0","50.0","68.0","30.0"
"224","28.0","70.0","25.0","89.0","30.0","15.0","70.0","25.0","?","62.0","28.0","26.0","83.0","35.0","1.0","28.0","5.0","19.0","68.0","30.0","52.0","26.0","25.0","68.0","84.0","52.0","5.0","50.0","68.0","84.0"
"225","30.0","70.0","19.0","68.0","84.0","30.0","5.0","25.0","89.0","62.0","28.0","60.0","50.0","35.0","30.0","52.0","5.0","83.0","68.0","30.0","52.0","5.0","25.0","68.0","1.0","15.0","60.0","25.0","35.0","84.0"
"226","30.0","5.0","25.0","89.0","84.0","?","5.0","83.0","89.0","62.0","52.0","70.0","50.0","68.0","62.0","15.0","5.0","50.0","89.0","62.0","?","60.0","83.0","35.0","1.0","15.0","60.0","83.0","35.0","62.0"
"227","28.0","5.0","50.0","89.0","84.0","52.0","70.0","25.0","35.0","62.0","30.0","60.0","50.0","35.0","84.0","52.0","60.0","50.0","35.0","62.0","52.0","60.0","83.0","35.0","62.0","30.0","70.0","83.0","68.0","84.0"
"228","30.0","26.0","25.0","89.0","30.0","15.0","5.0","50.0","4.0","62.0","28.0","5.0","83.0","35.0","1.0","52.0","5.0","83.0","89.0","30.0","52.0","26.0","25.0","68.0","84.0","28.0","26.0","25.0","4.0","30.0"
"229","28.0","70.0","25.0","89.0","84.0","52.0","60.0","25.0","35.0","30.0","52.0","60.0","19.0","68.0","84.0","15.0","70.0","50.0","35.0","84.0","28.0","70.0","83.0","4.0","62.0","30.0","60.0","19.0","68.0","62.0"
"230","30.0","60.0","50.0","68.0","84.0","30.0","70.0","83.0","89.0","1.0","15.0","5.0","50.0","89.0","62.0","52.0","70.0","19.0","4.0","62.0","15.0","5.0","25.0","89.0","62.0","30.0","5.0","83.0","68.0","1.0"
"231","30.0","70.0","25.0","89.0","84.0","15.0","5.0","50.0","89.0","62.0","30.0","5.0","83.0","35.0","62.0","52.0","70.0","83.0","35.0","84.0","52.0","26.0","83.0","68.0","62.0","28.0","70.0","25.0","35.0","30.0"
"232","30.0","70.0","25.0","89.0","84.0","30.0","60.0","19.0","89.0","62.0","15.0","5.0","83.0","35.0","62.0","15.0","60.0","83.0","68.0","1.0","52.0","60.0","50.0","89.0","62.0","15.0","26.0","19.0","68.0","84.0"
"233","30.0","26.0","25.0","89.0","30.0","15.0","60.0","83.0","35.0","30.0","15.0","60.0","83.0","4.0","84.0","52.0","60.0","83.0","68.0","62.0","52.0","26.0","83.0","4.0","62.0","28.0","70.0","25.0","89.0","84.0"
"234","28.0","70.0","19.0","4.0","84.0","28.0","5.0","19.0","4.0","62.0","30.0","5.0","19.0","68.0","62.0","30.0","26.0","50.0","4.0","62.0","28.0","5.0","19.0","35.0","1.0","52.0","60.0","83.0","35.0","84.0"
"235","28.0","5.0","19.0","35.0","84.0","28.0","5.0","50.0","35.0","30.0","30.0","60.0","25.0","35.0","62.0","52.0","60.0","50.0","4.0","62.0","30.0","26.0","83.0","68.0","1.0","15.0","60.0","19.0","35.0","62.0"
"236","30.0","70.0","25.0","35.0","84.0","28.0","5.0","19.0","4.0","30.0","15.0","5.0","25.0","35.0","30.0","30.0","60.0","50.0","68.0","62.0","52.0","60.0","50.0","4.0","30.0","52.0","26.0","19.0","35.0","84.0"
"237","28.0","?","50.0","68.0","84.0","?","60.0","83.0","35.0","62.0","15.0","70.0","19.0","68.0","84.0","28.0","26.0","83.0","89.0","84.0","15.0","60.0","50.0","35.0","62.0","15.0","60.0","50.0","68.0","62.0"
"238","30.0","5.0","25.0","89.0","1.0","30.0","60.0","83.0","89.0","30.0","15.0","26.0","83.0","35.0","84.0","15.0","60.0","83.0","68.0","62.0","15.0","5.0","83.0","4.0","62.0","15.0","5.0","83.0","35.0","62.0"
"239","28.0","70.0","19.0","35.0","84.0","15.0","60.0","83.0","89.0","62.0","15.0","26.0","83.0","68.0","62.0","15.0","60.0","83.0","68.0","84.0","52.0","5.0","25.0","4.0","1.0","30.0","5.0","50.0","35.0","62.0"
"240","30.0","70.0","25.0","89.0","84.0","28.0","26.0","19.0","4.0","62.0","15.0","60.0","50.0","89.0","30.0","15.0","5.0","83.0","35.0","62.0","28.0","60.0","83.0","35.0","1.0","15.0","70.0","25.0","68.0","30.0"
"241","30.0","5.0","25.0","89.0","84.0","30.0","70.0","83.0","89.0","62.0","15.0","5.0","83.0","68.0","62.0","15.0","60.0","83.0","68.0","84.0","52.0","60.0","25.0","4.0","62.0","15.0","5.0","25.0","68.0","84.0"
"242","30.0","70.0","25.0","68.0","84.0","28.0","?","19.0","89.0","62.0","?","5.0","19.0","68.0","30.0","52.0","60.0","50.0","89.0","62.0","15.0","70.0","19.0","68.0","30.0","15.0","60.0","50.0","68.0","62.0"
"243","28.0","26.0","25.0","68.0","84.0","28.0","5.0","19.0","4.0","30.0","52.0","60.0","50.0","68.0","62.0","15.0","5.0","25.0","68.0","62.0","15.0","60.0","83.0","68.0","62.0","28.0","70.0","83.0","35.0","1.0"
"244","28.0","70.0","25.0","89.0","30.0","30.0","70.0","25.0","89.0","30.0","15.0","26.0","83.0","4.0","62.0","28.0","5.0","25.0","35.0","62.0","15.0","70.0","19.0","68.0","62.0","30.0","70.0","83.0","35.0","1.0"
"245","30.0","70.0","50.0","68.0","84.0","28.0","5.0","19.0","35.0","62.0","30.0","5.0","50.0","68.0","30.0","52.0","60.0","83.0","89.0","62.0","15.0","26.0","50.0","68.0","84.0","28.0","5.0","50.0","4.0","1.0"
"246","30.0","26.0","19.0","89.0","84.0","15.0","26.0","83.0","35.0","84.0","15.0","26.0","83.0","4.0","1.0","52.0","5.0","83.0","68.0","62.0","30.0","26.0","19.0","68.0","62.0","28.0","5.0","19.0","35.0","1.0"
"247","30.0","5.0","19.0","89.0","84.0","28.0","26.0","19.0","4.0","84.0","28.0","70.0","83.0","4.0","30.0","15.0","70.0","25.0","35.0","84.0","28.0","70.0","83.0","4.0","62.0","15.0","5.0","50.0","35.0","62.0"
"248","30.0","70.0","25.0","68.0","84.0","52.0","60.0","50.0","35.0","62.0","15.0","5.0","19.0","89.0","84.0","28.0","70.0","50.0","4.0","62.0","52.0","60.0","25.0","4.0","30.0","15.0","5.0","25.0","4.0","84.0"
"249","28.0","70.0","25.0","89.0","84.0","15.0","5.0","83.0","35.0","30.0","15.0","60.0","83.0","35.0","62.0","15.0","26.0","50.0","68.0","62.0","52.0","5.0","50.0","4.0","62.0","52.0","26.0","83.0","4.0","62.0"
"250","28.0","70.0","19.0","89.0","84.0","15.0","26.0","25.0","4.0","84.0","15.0","70.0","19.0","4.0","1.0","30.0","5.0","83.0","35.0","84.0","15.0","60.0","19.0","35.0","62.0","15.0","70.0","50.0","68.0","62.0"
"251","28.0","70.0","25.0","68.0","84.0","30.0","60.0","19.0","89.0","62.0","15.0","5.0","19.0","68.0","1.0","52.0","26.0","83.0","35.0","84.0","15.0","26.0","19.0","89.0","84.0","15.0","5.0","83.0","4.0","1.0"
"252","52.0","60.0","50.0","89.0","84.0","15.0","5.0","19.0","89.0","84.0","28.0","60.0","83.0","4.0","30.0","52.0","26.0","83.0","35.0","30.0","15.0","60.0","19.0","35.0","62.0","52.0","60.0","50.0","68.0","84.0"
"253","28.0","60.0","50.0","89.0","30.0","15.0","26.0","25.0","4.0","84.0","15.0","26.0","83.0","35.0","1.0","15.0","60.0","50.0","35.0","62.0","52.0","60.0","25.0","68.0","1.0","52.0","5.0","50.0","35.0","30.0"
"254","15.0","70.0","50.0","68.0","84.0","15.0","26.0","83.0","35.0","1.0","30.0","60.0","83.0","89.0","62.0","30.0","26.0","83.0","35.0","1.0","30.0","26.0","83.0","4.0","84.0","15.0","60.0","83.0","35.0","30.0"
"255","28.0","70.0","25.0","68.0","30.0","15.0","26.0","25.0","4.0","30.0","15.0","60.0","83.0","35.0","84.0","15.0","70.0","50.0","35.0","1.0","?","60.0","50.0","68.0","1.0","15.0","?","83.0","4.0","62.0"
"256","28.0","26.0","19.0","89.0","84.0","52.0","5.0","19.0","68.0","62.0","52.0","26.0","19.0","35.0","84.0","15.0","26.0","19.0","35.0","1.0","15.0","26.0","50.0","89.0","62.0","28.0","70.0","50.0","35.0","62.0"
"257","30.0","5.0","25.0","89.0","30.0","30.0","26.0","83.0","89.0","30.0","52.0","60.0","50.0","4.0","30.0","30.0","60.0","19.0","35.0","84.0","52.0","60.0","50.0","35.0","62.0","15.0","26.0","19.0","68.0","1.0"
"258","28.0","70.0","19.0","68.0","84.0","28.0","70.0","50.0","4.0","1.0","15.0","5.0","25.0","89.0","62.0","15.0","60.0","83.0","89.0","62.0","15.0","5.0","83.0","35.0","1.0","30.0","60.0","83.0","68.0","62.0"
"259","30.0","70.0","19.0","89.0","84.0","15.0","26.0","19.0","4.0","62.0","28.0","5.0","83.0","35.0","62.0","52.0","60.0","83.0","35.0","84.0","52.0","60.0","83.0","68.0","62.0","52.0","60.0","25.0","35.0","62.0"
"260","28.0","26.0","50.0","68.0","84.0","15.0","60.0","25.0","35.0","62.0","15.0","26.0","83.0","68.0","62.0","15.0","26.0","83.0","68.0","30.0","15.0","70.0","25.0","35.0","1.0","52.0","70.0","83.0","89.0","62.0"
"261","30.0","?","?","89.0","84.0","30.0","60.0","25.0","68.0","62.0","52.0","26.0","50.0","35.0","84.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","83.0","35.0","62.0","30.0","60.0","83.0","68.0","62.0"
"262","52.0","60.0","25.0","89.0","84.0","52.0","60.0","83.0","68.0","1.0","15.0","70.0","19.0","35.0","62.0","30.0","70.0","83.0","35.0","1.0","30.0","70.0","83.0","35.0","84.0","52.0","60.0","50.0","35.0","1.0"
"263","52.0","70.0","50.0","89.0","30.0","28.0","70.0","25.0","68.0","62.0","52.0","60.0","19.0","4.0","62.0","30.0","60.0","50.0","68.0","30.0","30.0","26.0","83.0","89.0","84.0","28.0","26.0","50.0","4.0","84.0"
"264","30.0","70.0","19.0","89.0","84.0","30.0","26.0","25.0","89.0","1.0","15.0","60.0","83.0","68.0","30.0","52.0","60.0","83.0","68.0","84.0","15.0","5.0","19.0","35.0","84.0","15.0","70.0","83.0","4.0","62.0"
"265","28.0","70.0","25.0","68.0","84.0","15.0","?","83.0","68.0","62.0","15.0","70.0","83.0","68.0","1.0","28.0","?","50.0","68.0","62.0","15.0","70.0","50.0","68.0","30.0","15.0","5.0","50.0","4.0","1.0"
"266","30.0","70.0","25.0","89.0","84.0","30.0","70.0","83.0","89.0","62.0","28.0","70.0","19.0","35.0","62.0","15.0","5.0","50.0","68.0","30.0","15.0","60.0","19.0","68.0","84.0","28.0","70.0","83.0","35.0","84.0"
"267","30.0","70.0","25.0","68.0","84.0","30.0","60.0","83.0","4.0","30.0","52.0","5.0","50.0","35.0","62.0","15.0","26.0","19.0","68.0","84.0","28.0","26.0","83.0","4.0","1.0","15.0","26.0","50.0","35.0","1.0"
"268","30.0","5.0","19.0","89.0","84.0","28.0","70.0","19.0","35.0","62.0","28.0","70.0","19.0","35.0","62.0","30.0","60.0","25.0","68.0","62.0","52.0","60.0","83.0","68.0","62.0","15.0","26.0","83.0","68.0","84.0"
"269","28.0","60.0","25.0","68.0","84.0","52.0","60.0","83.0","4.0","30.0","15.0","5.0","50.0","35.0","84.0","15.0","70.0","83.0","68.0","62.0","30.0","70.0","83.0","35.0","62.0","30.0","60.0","83.0","35.0","62.0"
"270","30.0","60.0","19.0","35.0","84.0","52.0","60.0","50.0","68.0","62.0","15.0","5.0","19.0","68.0","84.0","52.0","5.0","50.0","35.0","62.0","15.0","60.0","25.0","89.0","84.0","15.0","5.0","83.0","89.0","62.0"
"271","30.0","70.0","83.0","89.0","84.0","30.0","5.0","19.0","89.0","62.0","15.0","26.0","19.0","68.0","84.0","52.0","70.0","83.0","35.0","1.0","15.0","60.0","19.0","35.0","62.0","15.0","60.0","83.0","68.0","62.0"
"272","28.0","5.0","50.0","68.0","84.0","52.0","70.0","83.0","4.0","1.0","15.0","5.0","50.0","35.0","62.0","28.0","70.0","83.0","35.0","62.0","15.0","60.0","25.0","68.0","30.0","28.0","26.0","50.0","68.0","62.0"
"273","30.0","5.0","19.0","89.0","84.0","30.0","60.0","83.0","89.0","84.0","28.0","70.0","83.0","4.0","62.0","52.0","60.0","25.0","68.0","30.0","52.0","60.0","19.0","68.0","84.0","15.0","70.0","19.0","89.0","62.0"
"274","30.0","60.0","19.0","4.0","84.0","15.0","5.0","83.0","35.0","62.0","15.0","70.0","83.0","35.0","62.0","30.0","60.0","83.0","4.0","62.0","52.0","60.0","50.0","35.0","62.0","15.0","26.0","50.0","68.0","1.0"
"275","30.0","60.0","25.0","89.0","84.0","30.0","70.0","83.0","89.0","62.0","30.0","60.0","83.0","68.0","30.0","15.0","5.0","19.0","68.0","62.0","30.0","5.0","83.0","68.0","62.0","30.0","60.0","83.0","35.0","62.0"
"276","28.0","70.0","50.0","89.0","30.0","30.0","70.0","19.0","68.0","30.0","15.0","26.0","19.0","4.0","84.0","15.0","60.0","83.0","4.0","1.0","15.0","5.0","83.0","35.0","84.0","15.0","70.0","50.0","4.0","84.0"
"277","30.0","5.0","50.0","68.0","30.0","52.0","26.0","83.0","68.0","62.0","15.0","5.0","50.0","35.0","62.0","15.0","60.0","83.0","68.0","62.0","15.0","26.0","19.0","68.0","62.0","30.0","70.0","83.0","4.0","1.0"
"278","52.0","70.0","19.0","89.0","?","30.0","5.0","83.0","35.0","1.0","30.0","5.0","25.0","35.0","30.0","28.0","70.0","50.0","4.0","62.0","30.0","5.0","25.0","35.0","62.0","30.0","60.0","19.0","68.0","62.0"
"279","30.0","60.0","50.0","89.0","30.0","52.0","26.0","50.0","4.0","62.0","15.0","26.0","19.0","68.0","84.0","15.0","70.0","83.0","89.0","1.0","15.0","26.0","83.0","89.0","84.0","28.0","70.0","83.0","4.0","62.0"
"280","30.0","5.0","19.0","89.0","30.0","52.0","5.0","50.0","35.0","62.0","15.0","60.0","50.0","89.0","84.0","52.0","26.0","50.0","68.0","62.0","28.0","26.0","25.0","4.0","84.0","30.0","70.0","25.0","89.0","84.0"
"281","30.0","26.0","19.0","89.0","84.0","28.0","5.0","19.0","4.0","84.0","15.0","70.0","19.0","35.0","30.0","52.0","60.0","50.0","68.0","62.0","52.0","60.0","83.0","68.0","84.0","15.0","5.0","25.0","89.0","62.0"
"282","15.0","60.0","50.0","89.0","84.0","30.0","?","83.0","89.0","84.0","15.0","26.0","83.0","35.0","84.0","15.0","60.0","83.0","89.0","62.0","52.0","26.0","83.0","68.0","62.0","15.0","26.0","50.0","35.0","62.0"
"283","30.0","70.0","19.0","89.0","?","15.0","5.0","19.0","89.0","1.0","30.0","5.0","83.0","35.0","62.0","30.0","5.0","83.0","35.0","30.0","30.0","60.0","83.0","68.0","30.0","15.0","5.0","?","4.0","62.0"
"284","30.0","60.0","25.0","68.0","84.0","30.0","26.0","83.0","89.0","62.0","15.0","60.0","83.0","35.0","30.0","15.0","5.0","50.0","35.0","1.0","30.0","60.0","83.0","89.0","1.0","15.0","26.0","50.0","68.0","1.0"
"285","30.0","70.0","25.0","68.0","84.0","15.0","26.0","19.0","89.0","84.0","30.0","70.0","83.0","89.0","62.0","15.0","5.0","83.0","35.0","62.0","28.0","60.0","83.0","35.0","1.0","30.0","60.0","19.0","35.0","84.0"
"286","28.0","70.0","19.0","89.0","30.0","15.0","26.0","25.0","68.0","30.0","30.0","5.0","25.0","68.0","1.0","30.0","5.0","83.0","35.0","62.0","28.0","60.0","83.0","35.0","62.0","52.0","70.0","19.0","4.0","62.0"
"287","28.0","70.0","83.0","89.0","84.0","30.0","5.0","25.0","4.0","62.0","52.0","26.0","50.0","4.0","1.0","15.0","26.0","83.0","68.0","84.0","15.0","60.0","83.0","68.0","62.0","15.0","60.0","83.0","35.0","62.0"
"288","30.0","70.0","19.0","89.0","1.0","30.0","5.0","25.0","35.0","62.0","15.0","70.0","19.0","68.0","62.0","15.0","5.0","83.0","68.0","1.0","15.0","70.0","83.0","89.0","1.0","52.0","60.0","50.0","89.0","62.0"
"289","28.0","60.0","25.0","68.0","84.0","52.0","60.0","25.0","35.0","62.0","15.0","60.0","50.0","68.0","84.0","30.0","26.0","83.0","89.0","62.0","52.0","5.0","50.0","68.0","62.0","52.0","26.0","83.0","35.0","30.0"
"290","28.0","26.0","25.0","89.0","84.0","15.0","5.0","25.0","68.0","1.0","15.0","60.0","50.0","35.0","62.0","30.0","70.0","83.0","35.0","62.0","15.0","26.0","50.0","35.0","84.0","15.0","70.0","50.0","4.0","62.0"
"291","30.0","70.0","25.0","68.0","84.0","28.0","26.0","19.0","89.0","84.0","52.0","70.0","50.0","68.0","30.0","28.0","70.0","25.0","68.0","30.0","15.0","60.0","25.0","4.0","62.0","28.0","5.0","50.0","35.0","62.0"
"292","30.0","26.0","19.0","68.0","84.0","52.0","5.0","19.0","68.0","62.0","28.0","70.0","25.0","4.0","84.0","15.0","5.0","83.0","68.0","30.0","15.0","70.0","83.0","35.0","1.0","15.0","5.0","83.0","35.0","84.0"
"293","30.0","70.0","25.0","4.0","84.0","15.0","5.0","50.0","89.0","62.0","30.0","5.0","83.0","4.0","62.0","52.0","60.0","25.0","68.0","62.0","52.0","5.0","83.0","68.0","84.0","28.0","60.0","25.0","4.0","84.0"
"294","30.0","70.0","25.0","68.0","84.0","15.0","26.0","19.0","35.0","84.0","15.0","60.0","83.0","4.0","1.0","52.0","26.0","83.0","35.0","1.0","52.0","60.0","25.0","68.0","84.0","15.0","60.0","19.0","89.0","62.0"
"295","28.0","26.0","19.0","89.0","84.0","28.0","5.0","19.0","4.0","62.0","28.0","5.0","19.0","35.0","30.0","30.0","5.0","25.0","68.0","30.0","30.0","26.0","83.0","89.0","84.0","30.0","70.0","83.0","89.0","30.0"
"296","28.0","60.0","25.0","68.0","30.0","15.0","60.0","50.0","35.0","30.0","52.0","60.0","25.0","4.0","62.0","15.0","26.0","25.0","68.0","1.0","15.0","26.0","83.0","89.0","62.0","15.0","26.0","83.0","35.0","84.0"
"297","30.0","26.0","50.0","68.0","84.0","28.0","70.0","19.0","89.0","30.0","15.0","26.0","50.0","89.0","30.0","28.0","5.0","50.0","35.0","62.0","30.0","60.0","19.0","68.0","62.0","15.0","60.0","50.0","35.0","84.0"
"298","28.0","5.0","50.0","89.0","84.0","52.0","26.0","83.0","68.0","84.0","28.0","60.0","25.0","4.0","84.0","30.0","26.0","83.0","89.0","62.0","28.0","26.0","19.0","35.0","84.0","15.0","60.0","25.0","35.0","30.0"
"299","28.0","26.0","19.0","89.0","84.0","28.0","26.0","19.0","4.0","84.0","15.0","5.0","50.0","4.0","62.0","15.0","60.0","83.0","68.0","62.0","52.0","60.0","50.0","68.0","62.0","15.0","5.0","50.0","89.0","62.0"
"300","15.0","70.0","25.0","89.0","84.0","15.0","26.0","83.0","89.0","62.0","15.0","26.0","50.0","68.0","84.0","28.0","60.0","50.0","4.0","62.0","52.0","60.0","50.0","4.0","62.0","30.0","26.0","50.0","35.0","84.0"
"301","28.0","60.0","50.0","68.0","30.0","30.0","70.0","50.0","35.0","30.0","52.0","5.0","83.0","4.0","30.0","15.0","5.0","19.0","4.0","84.0","30.0","5.0","83.0","89.0","62.0","15.0","70.0","83.0","68.0","62.0"
"302","28.0","70.0","19.0","68.0","84.0","52.0","60.0","25.0","35.0","30.0","52.0","26.0","25.0","35.0","62.0","28.0","26.0","25.0","35.0","1.0","28.0","70.0","19.0","68.0","30.0","30.0","60.0","25.0","35.0","62.0"
"303","52.0","26.0","25.0","35.0","84.0","15.0","60.0","50.0","4.0","62.0","15.0","5.0","83.0","68.0","62.0","52.0","5.0","50.0","4.0","62.0","52.0","5.0","?","35.0","84.0","15.0","60.0","19.0","89.0","62.0"
"304","28.0","60.0","25.0","89.0","84.0","52.0","60.0","50.0","68.0","30.0","30.0","70.0","25.0","68.0","1.0","52.0","60.0","50.0","89.0","62.0","15.0","5.0","50.0","35.0","62.0","?","60.0","50.0","4.0","1.0"
"305","28.0","70.0","83.0","89.0","84.0","28.0","70.0","19.0","4.0","30.0","30.0","60.0","25.0","68.0","62.0","52.0","60.0","83.0","4.0","62.0","15.0","5.0","19.0","68.0","84.0","30.0","60.0","83.0","89.0","62.0"
"306","15.0","70.0","19.0","68.0","84.0","28.0","5.0","83.0","4.0","1.0","52.0","60.0","50.0","35.0","62.0","28.0","70.0","25.0","4.0","84.0","30.0","5.0","25.0","35.0","62.0","52.0","26.0","50.0","4.0","62.0"
"307","30.0","26.0","?","68.0","1.0","30.0","26.0","83.0","35.0","?","52.0","70.0","50.0","35.0","62.0","28.0","5.0","25.0","4.0","30.0","30.0","5.0","19.0","89.0","62.0","15.0","26.0","50.0","68.0","1.0"
"308","30.0","70.0","19.0","89.0","30.0","30.0","5.0","50.0","89.0","62.0","15.0","70.0","19.0","89.0","62.0","30.0","70.0","83.0","68.0","62.0","30.0","26.0","83.0","35.0","30.0","28.0","70.0","19.0","35.0","62.0"
"309","28.0","5.0","50.0","35.0","84.0","15.0","60.0","50.0","68.0","62.0","15.0","5.0","83.0","35.0","62.0","52.0","5.0","25.0","35.0","1.0","52.0","60.0","25.0","89.0","84.0","52.0","60.0","19.0","4.0","62.0"
"310","52.0","60.0","25.0","89.0","84.0","15.0","26.0","50.0","4.0","62.0","15.0","60.0","83.0","68.0","62.0","15.0","26.0","83.0","35.0","84.0","15.0","70.0","50.0","35.0","1.0","15.0","26.0","83.0","68.0","62.0"
"311","52.0","26.0","25.0","89.0","1.0","15.0","5.0","50.0","35.0","62.0","52.0","70.0","25.0","4.0","62.0","15.0","26.0","19.0","68.0","84.0","28.0","5.0","83.0","89.0","62.0","15.0","70.0","50.0","68.0","62.0"
"312","52.0","60.0","83.0","89.0","84.0","52.0","26.0","83.0","68.0","30.0","28.0","26.0","25.0","68.0","84.0","52.0","70.0","?","35.0","30.0","52.0","60.0","19.0","68.0","62.0","52.0","60.0","83.0","68.0","62.0"
"313","30.0","60.0","83.0","89.0","30.0","52.0","5.0","50.0","68.0","1.0","52.0","70.0","19.0","35.0","84.0","30.0","70.0","50.0","89.0","62.0","28.0","26.0","19.0","35.0","1.0","15.0","60.0","25.0","4.0","62.0"
"314","30.0","70.0","25.0","89.0","30.0","15.0","26.0","19.0","4.0","84.0","15.0","60.0","50.0","4.0","62.0","52.0","60.0","83.0","68.0","1.0","15.0","26.0","50.0","35.0","84.0","15.0","60.0","19.0","35.0","62.0"
"315","30.0","70.0","19.0","89.0","1.0","15.0","5.0","83.0","89.0","62.0","15.0","26.0","83.0","68.0","1.0","28.0","5.0","83.0","89.0","62.0","15.0","60.0","25.0","68.0","62.0","30.0","26.0","83.0","35.0","62.0"
"316","30.0","26.0","25.0","89.0","84.0","52.0","70.0","25.0","68.0","62.0","28.0","26.0","25.0","35.0","84.0","15.0","60.0","83.0","4.0","30.0","15.0","70.0","50.0","4.0","1.0","15.0","5.0","83.0","35.0","62.0"
"317","30.0","70.0","50.0","89.0","84.0","30.0","70.0","83.0","89.0","62.0","15.0","70.0","19.0","68.0","30.0","15.0","5.0","50.0","68.0","84.0","30.0","60.0","83.0","89.0","62.0","15.0","70.0","50.0","89.0","30.0"
"318","30.0","60.0","83.0","89.0","84.0","52.0","60.0","50.0","4.0","30.0","30.0","26.0","50.0","89.0","84.0","15.0","26.0","19.0","89.0","84.0","15.0","26.0","19.0","35.0","84.0","52.0","60.0","83.0","68.0","62.0"
"319","30.0","60.0","25.0","89.0","84.0","52.0","60.0","50.0","35.0","62.0","15.0","5.0","50.0","68.0","84.0","30.0","5.0","83.0","89.0","1.0","28.0","70.0","19.0","68.0","30.0","30.0","70.0","25.0","68.0","30.0"
"320","28.0","60.0","25.0","89.0","84.0","30.0","70.0","25.0","89.0","30.0","30.0","70.0","83.0","68.0","30.0","30.0","70.0","83.0","89.0","84.0","15.0","70.0","50.0","35.0","62.0","28.0","26.0","19.0","35.0","1.0"
"321","30.0","26.0","25.0","68.0","84.0","52.0","70.0","50.0","35.0","30.0","15.0","26.0","25.0","4.0","62.0","52.0","5.0","83.0","35.0","62.0","52.0","26.0","25.0","68.0","84.0","52.0","60.0","83.0","68.0","84.0"
"322","28.0","26.0","83.0","68.0","84.0","15.0","26.0","50.0","35.0","30.0","52.0","70.0","50.0","4.0","84.0","15.0","26.0","19.0","35.0","84.0","15.0","5.0","83.0","4.0","1.0","28.0","5.0","83.0","68.0","62.0"
"323","28.0","5.0","25.0","89.0","84.0","15.0","26.0","25.0","89.0","62.0","15.0","26.0","83.0","89.0","62.0","52.0","70.0","50.0","68.0","62.0","15.0","26.0","19.0","35.0","62.0","15.0","60.0","83.0","89.0","62.0"
"324","28.0","70.0","50.0","89.0","84.0","30.0","60.0","19.0","89.0","30.0","30.0","26.0","83.0","68.0","62.0","52.0","70.0","83.0","4.0","62.0","30.0","60.0","50.0","35.0","1.0","52.0","60.0","50.0","89.0","62.0"
